,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z
16577,16578,1.14,Premium,G,VS2,61.2,58.0,6619,6.75,6.71,4.12
21874,21875,1.21,Very Good,G,VVS2,59.3,58.0,9942,7.01,7.05,4.17
40486,40487,0.5,Fair,E,SI2,65.2,57.0,1141,4.96,4.91,3.22
41816,41817,0.43,Ideal,F,VVS2,61.9,56.0,1250,4.84,4.82,2.99
21110,21111,1.36,Ideal,H,VS2,59.9,57.0,9279,7.2,7.22,4.32
2256,2257,0.77,Very Good,H,VS1,62.2,57.0,3152,5.81,5.86,3.63
33033,33034,0.32,Ideal,G,VVS1,61.9,55.0,814,4.43,4.46,2.75
47038,47039,0.55,Premium,D,SI1,61.0,58.0,1819,5.29,5.27,3.22
37387,37388,0.4,Ideal,D,VS2,61.3,56.0,982,4.74,4.79,2.92
46400,46401,0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17
42671,42672,0.51,Fair,F,VS2,61.0,66.0,1334,5.12,5.04,3.1
26764,26765,1.69,Premium,F,VS2,58.7,59.0,16583,7.87,7.78,4.59
50613,50614,0.25,Very Good,D,VS2,61.1,60.0,399,4.07,4.11,2.5
21096,21097,1.5,Premium,G,SI1,62.6,55.0,9265,7.31,7.27,4.56
11729,11730,0.34,Premium,H,VS1,60.8,59.0,596,4.48,4.53,2.74
6747,6748,0.33,Very Good,E,SI1,60.3,60.0,579,4.47,4.49,2.7
37861,37862,0.34,Ideal,F,VVS2,61.0,56.0,1003,4.54,4.57,2.78
43959,43960,0.31,Ideal,F,SI1,62.3,56.0,516,4.32,4.35,2.7
25342,25343,2.08,Premium,I,SI2,60.8,61.0,14047,8.24,8.21,5.0
3482,3483,0.79,Very Good,F,VS1,58.6,57.0,3398,6.08,6.14,3.58
42269,42270,0.48,Premium,F,VS2,60.1,59.0,1294,5.12,5.1,3.07
3635,3636,0.71,Ideal,G,VS1,61.8,55.0,3431,5.71,5.76,3.55
27641,27642,2.01,Good,H,VS2,57.8,60.0,18561,8.29,8.35,4.81
25695,25696,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
47967,47968,0.52,Ideal,D,VS2,61.7,56.0,1919,5.18,5.16,3.19
26145,26146,2.0,Ideal,H,VS2,62.4,55.0,15451,8.03,7.94,4.99
27767,27768,0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67
5104,5105,0.61,Ideal,D,VVS2,61.7,56.0,3758,5.47,5.42,3.36
16864,16865,1.06,Ideal,G,VS2,61.6,56.0,6728,6.53,6.59,4.04
48775,48776,0.7,Good,F,SI2,58.1,61.0,2020,5.76,5.8,3.36
39584,39585,0.37,Ideal,E,VVS2,61.8,54.0,1082,4.63,4.6,2.85
11135,11136,1.0,Premium,F,SI1,59.3,60.0,4939,6.61,6.57,3.91
12539,12540,1.5,Fair,J,SI2,65.5,60.0,5268,7.07,7.03,4.62
2014,2015,0.71,Very Good,F,VVS1,63.3,58.0,3104,5.67,5.64,3.58
21981,21982,1.52,Very Good,I,VS2,62.3,58.0,10051,7.32,7.28,4.55
28087,28088,0.3,Very Good,D,SI1,63.4,55.0,662,4.26,4.22,2.69
23036,23037,0.33,Ideal,D,SI2,61.1,57.0,631,4.5,4.47,2.74
24666,24667,1.5,Premium,G,VS1,62.4,60.0,13009,7.29,7.22,4.53
7431,7432,0.76,Ideal,D,VS1,61.3,57.0,4229,5.87,5.9,3.61
4640,4641,0.9,Good,G,SI1,57.7,65.0,3669,6.25,6.29,3.62
7081,7082,1.0,Ideal,H,SI2,62.5,54.0,4163,6.32,6.38,3.97
25014,25015,2.0,Premium,J,VS2,61.5,59.0,13552,8.06,8.11,4.97
41277,41278,0.41,Good,F,I1,63.8,57.0,503,4.69,4.72,3.0
10383,10384,0.37,Very Good,E,SI1,61.4,60.0,593,4.6,4.62,2.83
437,438,0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54
6156,6157,1.25,Fair,H,SI2,64.4,58.0,3990,6.82,6.71,4.36
17221,17222,1.21,Very Good,H,VS2,60.1,57.0,6887,6.88,6.97,4.16
3891,3892,0.77,Very Good,E,VS1,59.4,61.0,3488,5.98,5.94,3.54
39483,39484,0.41,Ideal,E,VS1,61.7,57.0,1079,4.76,4.8,2.95
16865,16866,1.24,Premium,H,SI1,60.4,59.0,6729,6.97,6.93,4.2
46454,46455,0.52,Ideal,D,VS2,62.1,57.0,1774,5.13,5.17,3.2
12602,12603,0.75,Ideal,F,VVS1,60.6,57.0,5288,5.88,5.94,3.59
38734,38735,0.36,Ideal,E,VVS1,61.4,57.0,1043,4.64,4.61,2.54
935,936,0.84,Very Good,F,SI1,63.8,57.0,2885,5.95,6.0,3.81
9663,9664,0.9,Very Good,E,VS2,63.0,57.0,4643,6.07,6.15,3.85
41908,41909,0.43,Ideal,F,VVS1,60.3,59.0,1261,4.89,4.93,2.96
13723,13724,0.32,Good,G,VS2,56.7,64.0,603,4.52,4.55,2.57
21667,21668,1.55,Premium,H,SI1,60.7,58.0,9763,7.5,7.46,4.54
50946,50947,0.62,Ideal,G,VS2,61.6,55.0,2321,5.51,5.53,3.4
16060,16061,1.01,Premium,F,VS2,59.2,60.0,6416,6.51,6.54,3.86
20642,20643,1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01
29143,29144,0.31,Ideal,E,VS1,61.3,55.0,692,4.36,4.38,2.68
25682,25683,0.3,Very Good,F,VS2,63.2,59.0,642,4.27,4.24,2.69
7717,7718,0.32,Ideal,H,VS1,61.0,56.0,580,4.43,4.45,2.71
16775,16776,1.12,Premium,G,VS2,62.3,59.0,6683,6.71,6.61,4.15
37773,37774,0.41,Ideal,E,VS2,62.3,56.0,999,4.77,4.74,2.96
20928,20929,1.2,Very Good,G,VVS1,60.9,59.0,9139,6.87,6.79,4.16
40312,40313,0.4,Premium,E,VS1,62.4,54.0,1125,4.75,4.71,2.95
48336,48337,0.54,Premium,E,VS1,61.3,56.0,1960,5.27,5.23,3.22
32668,32669,0.31,Ideal,G,VS1,61.4,56.0,802,4.37,4.36,2.68
53473,53474,0.76,Ideal,E,SI2,61.5,57.0,2680,5.83,5.87,3.6
35731,35732,0.3,Ideal,D,VS2,62.5,54.0,911,4.32,4.29,2.69
28670,28671,0.24,Ideal,F,VVS2,61.7,55.0,678,3.99,4.02,2.47
5317,5318,0.9,Ideal,G,SI2,62.7,53.0,3805,6.18,6.22,3.89
43840,43841,0.5,Ideal,H,VS2,60.8,56.0,1446,5.17,5.19,3.14
22339,22340,1.24,Premium,G,VVS2,59.9,60.0,10388,7.0,6.98,4.19
21549,21550,2.03,Good,I,SI2,63.8,63.0,9651,7.89,7.84,5.02
4981,4982,0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,6.26,3.91
12105,12106,1.01,Premium,H,VS2,59.1,58.0,5166,6.58,6.59,3.89
15051,15052,0.3,Ideal,G,VS1,59.9,56.0,605,4.37,4.41,2.63
23769,23770,2.01,Premium,H,SI2,62.5,62.0,11825,8.09,8.04,5.04
21070,21071,1.02,Very Good,F,VVS2,59.9,57.0,9246,6.54,6.59,3.93
5045,5046,0.4,Ideal,I,SI1,61.8,55.0,573,4.74,4.78,2.94
31450,31451,0.34,Ideal,G,VS2,61.8,56.0,765,4.52,4.48,2.78
34278,34279,0.23,Very Good,D,VS1,62.4,56.0,468,3.93,3.98,2.46
49459,49460,0.71,Premium,H,SI1,62.4,59.0,2112,5.65,5.6,3.51
52425,52426,0.7,Very Good,G,VS2,58.2,59.0,2513,5.87,5.95,3.44
37262,37263,0.32,Very Good,I,SI2,63.1,58.0,480,4.41,4.34,2.76
4856,4857,0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,5.75,3.52
23261,23262,1.51,Premium,H,VS2,62.9,59.0,11268,7.31,7.25,4.58
35556,35557,0.35,Ideal,G,VS1,60.5,57.0,906,4.58,4.55,2.76
38647,38648,0.44,Premium,I,VS1,62.8,56.0,1040,4.88,4.83,3.05
37752,37753,0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86
46398,46399,0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15
52557,52558,0.7,Premium,G,VS1,62.6,60.0,2535,5.66,5.58,3.52
48376,48377,0.63,Ideal,D,SI1,61.5,56.0,1964,5.52,5.53,3.4
17746,17747,1.51,Premium,G,SI2,62.7,57.0,7145,7.33,7.29,4.58
45858,45859,0.7,Very Good,G,SI2,63.2,57.0,1715,5.66,5.59,3.55
12816,12817,1.01,Premium,F,SI1,59.8,60.0,5345,6.57,6.53,3.92
1243,1244,0.57,Very Good,D,VVS1,60.4,57.0,2945,5.39,5.44,3.27
29213,29214,0.31,Ideal,F,VS1,61.2,57.0,695,4.36,4.39,2.68
53438,53439,0.7,Premium,E,VS2,60.8,58.0,2673,5.7,5.74,3.48
43111,43112,0.51,Ideal,H,VS2,61.3,57.0,1385,5.14,5.16,3.16
50161,50162,0.72,Very Good,G,SI2,61.9,59.0,2218,5.67,5.71,3.52
31571,31572,0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
22714,22715,1.5,Very Good,D,SI2,64.0,56.0,10730,7.17,7.23,4.61
41132,41133,0.42,Very Good,D,VVS1,61.4,55.0,1197,4.82,4.86,2.97
40224,40225,0.4,Premium,D,VS1,60.9,58.0,1123,4.78,4.81,2.92
23735,23736,2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03
19222,19223,1.3,Very Good,E,SI1,59.1,60.0,7963,7.12,7.17,4.22
9492,9493,1.05,Good,H,SI1,63.1,60.0,4608,6.42,6.49,4.07
37356,37357,0.4,Premium,F,VS1,62.4,59.0,982,4.67,4.69,2.92
13407,13408,0.3,Very Good,F,VS1,63.1,59.0,603,4.2,4.27,2.67
38547,38548,0.34,Ideal,D,VS2,62.0,55.0,1033,4.48,4.45,2.77
11738,11739,1.16,Premium,F,SI2,62.1,59.0,5072,6.71,6.76,4.18
47170,47171,0.59,Ideal,D,SI1,61.6,57.0,1835,5.44,5.41,3.34
44063,44064,0.55,Ideal,E,SI1,62.3,56.0,1551,5.23,5.26,3.27
44368,44369,0.51,Ideal,F,SI1,61.5,55.0,1580,5.13,5.18,3.17
42217,42218,0.42,Ideal,G,IF,62.6,53.0,1289,4.79,4.82,3.01
17632,17633,1.63,Ideal,F,I1,62.0,55.1,7100,7.5,7.57,4.68
37960,37961,0.41,Ideal,F,VS1,62.0,57.0,1007,4.73,4.76,2.94
12546,12547,1.15,Very Good,H,SI1,62.4,57.0,5270,6.68,6.71,4.18
15288,15289,1.21,Ideal,I,VS2,62.0,60.0,6135,6.77,6.84,4.22
40469,40470,0.38,Ideal,D,VS1,62.0,55.0,1140,4.68,4.64,2.89
10535,10536,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98
36574,36575,0.35,Ideal,E,VS1,61.3,55.0,945,4.58,4.55,2.8
3372,3373,0.3,Ideal,H,SI1,62.0,58.0,407,4.25,4.33,2.66
35503,35504,0.41,Ideal,E,SI1,61.8,56.0,904,4.78,4.77,2.95
53288,53289,0.3,Very Good,D,SI1,61.0,60.0,552,4.3,4.35,2.64
2949,2950,0.72,Ideal,F,VS1,61.1,56.0,3294,5.79,5.76,3.53
12890,12891,1.37,Premium,J,VS1,60.0,62.0,5370,7.24,7.21,4.33
7403,7404,0.33,Very Good,G,VS2,62.6,58.0,579,4.36,4.4,2.74
34957,34958,0.24,Good,F,VVS2,64.0,61.0,471,3.91,3.93,2.51
35601,35602,0.31,Premium,H,VVS1,62.1,58.0,907,4.36,4.33,2.7
33438,33439,0.32,Premium,G,VS1,61.0,59.0,828,4.43,4.39,2.69
26540,26541,2.09,Very Good,F,SI2,62.5,60.0,16210,8.14,8.06,5.06
51977,51978,0.26,Very Good,E,IF,58.7,63.0,547,4.19,4.23,2.47
11145,11146,1.04,Ideal,I,SI1,61.9,54.0,4941,6.51,6.57,4.05
13755,13756,1.25,Premium,J,SI1,61.8,55.0,5607,6.91,6.82,4.24
26054,26055,1.75,Very Good,E,SI1,60.3,61.0,15255,7.74,7.82,4.69
34423,34424,0.3,Ideal,G,IF,60.9,56.0,863,4.34,4.36,2.65
30924,30925,0.34,Ideal,E,VS2,62.6,57.0,745,4.45,4.47,2.79
19118,19119,1.0,Ideal,G,VVS2,59.8,54.0,7885,6.58,6.54,3.92
42473,42474,0.5,Ideal,F,SI1,61.3,56.0,1317,5.13,5.09,3.13
29577,29578,0.41,Premium,E,SI1,61.2,59.0,705,4.78,4.82,2.94
29045,29046,0.4,Very Good,E,SI1,61.4,58.0,687,4.77,4.81,2.94
6037,6038,0.33,Ideal,D,SI1,62.2,54.0,575,4.45,4.46,2.77
34813,34814,0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97
31558,31559,0.38,Very Good,G,VS2,60.1,61.0,766,4.63,4.66,2.79
28374,28375,0.24,Premium,E,VVS1,60.6,59.0,668,4.02,4.0,2.43
50282,50283,0.3,Very Good,H,VS1,62.3,56.0,541,4.29,4.32,2.68
9850,9851,0.9,Premium,E,SI1,62.8,58.0,4677,6.13,6.09,3.84
32852,32853,0.4,Premium,H,VS1,62.4,60.0,807,4.69,4.74,2.94
554,555,0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7
40787,40788,0.4,Ideal,F,VVS1,61.9,55.0,1168,4.75,4.78,2.95
24386,24387,0.41,Good,E,SI2,63.8,57.0,638,4.68,4.75,3.01
25494,25495,1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56
42361,42362,0.61,Good,I,VS2,63.4,55.0,1303,5.42,5.46,3.45
46730,46731,0.51,Ideal,E,VS2,61.2,57.0,1795,5.13,5.16,3.15
53330,53331,0.71,Ideal,E,VS2,61.8,57.0,2654,5.73,5.7,3.53
53353,53354,1.0,Ideal,J,SI2,61.2,56.0,2657,6.49,6.38,3.94
49781,49782,0.61,Ideal,E,VS1,61.6,57.0,2161,5.42,5.45,3.35
20289,20290,1.01,Very Good,F,VVS1,63.4,55.0,8706,6.44,6.34,4.05
6735,6736,0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
7020,7021,1.12,Premium,G,SI2,61.2,58.0,4158,6.69,6.67,4.09
1220,1221,0.8,Premium,E,SI2,59.9,58.0,2939,6.03,5.96,3.59
39423,39424,0.41,Ideal,F,VS1,60.8,56.0,1076,4.79,4.76,2.92
38114,38115,0.3,Ideal,H,IF,60.8,56.0,1013,4.37,4.35,2.65
16522,16523,1.2,Very Good,D,SI2,62.9,59.0,6602,6.7,6.75,4.23
9635,9636,0.92,Ideal,H,VS2,60.8,58.0,4639,6.27,6.32,3.83
13204,13205,1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15
34093,34094,0.43,Ideal,I,SI1,60.9,57.0,852,4.88,4.9,2.98
44827,44828,0.52,Ideal,F,SI1,62.0,54.0,1624,5.19,5.16,3.21
51554,51555,0.51,Premium,D,VVS2,60.8,60.0,2387,5.23,5.14,3.15
40786,40787,0.4,Ideal,F,VVS1,62.3,54.0,1168,4.75,4.78,2.97
3913,3914,0.72,Very Good,E,VVS2,61.3,60.0,3495,5.73,5.76,3.52
44875,44876,0.52,Ideal,D,VS2,61.9,54.0,1629,5.13,5.18,3.19
15315,15316,1.37,Very Good,G,SI2,62.4,58.0,6148,7.0,7.1,4.4
45395,45396,0.56,Premium,E,VS2,61.1,59.0,1668,5.34,5.27,3.24
22570,22571,1.75,Premium,J,VS1,62.2,59.0,10619,7.74,7.7,4.8
26734,26735,2.06,Good,H,SI2,63.7,57.0,16512,8.12,8.03,5.14
7844,7845,0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62
3229,3230,0.53,Ideal,E,VVS1,61.5,54.0,3352,5.25,5.23,3.22
7265,7266,0.91,Ideal,I,VS2,61.9,56.0,4199,6.18,6.22,3.84
23674,23675,1.63,Premium,G,SI1,61.0,59.0,11721,7.64,7.58,4.64
32839,32840,0.46,Ideal,H,SI1,61.7,55.0,807,4.99,5.02,3.09
25885,25886,1.54,Premium,E,VS2,62.3,58.0,15002,7.31,7.39,4.58
18265,18266,1.51,Very Good,J,VS2,62.8,59.0,7418,7.2,7.28,4.55
26233,26234,1.7,Premium,E,SI1,62.3,57.0,15662,7.68,7.6,4.76
40462,40463,0.32,Ideal,D,VVS1,61.8,56.0,1140,4.41,4.39,2.72
20416,20417,1.28,Ideal,G,VS2,62.2,57.0,8774,6.99,6.94,4.33
15118,15119,1.24,Ideal,I,VS2,62.0,55.0,6076,6.9,6.87,4.27
35568,35569,0.35,Ideal,F,VS2,62.1,56.0,906,4.57,4.54,2.83
32890,32891,0.36,Premium,E,SI1,61.3,56.0,810,4.62,4.58,2.82
26592,26593,2.65,Premium,G,SI2,62.0,61.0,16314,8.82,8.75,5.45
30988,30989,0.37,Very Good,H,VVS2,62.2,59.0,746,4.54,4.56,2.83
25158,25159,2.08,Very Good,J,VS2,60.6,61.0,13732,8.24,8.34,5.02
18491,18492,1.0,Very Good,E,VS1,62.3,53.0,7528,6.35,6.39,3.97
35167,35168,0.31,Ideal,G,IF,61.4,55.0,891,4.36,4.4,2.69
2239,2240,0.78,Ideal,E,SI1,62.1,58.0,3146,5.86,5.9,3.65
31439,31440,0.43,Very Good,E,SI2,59.0,60.0,765,4.9,4.96,2.91
18929,18930,1.0,Very Good,E,VVS2,61.9,61.0,7777,6.38,6.42,3.96
12052,12053,0.34,Premium,H,VS1,62.1,58.0,596,4.46,4.49,2.78
22898,22899,1.91,Good,I,SI2,62.8,58.0,10937,7.82,7.89,4.93
48814,48815,0.56,Ideal,D,VS1,61.7,56.0,2026,5.33,5.3,3.28
42686,42687,0.5,Very Good,D,SI1,63.5,57.0,1337,5.04,5.1,3.22
13986,13987,1.16,Ideal,G,SI2,61.6,55.0,5695,6.74,6.77,4.16
10956,10957,1.25,Ideal,H,SI2,61.6,54.0,4900,6.94,6.88,4.25
5744,5745,0.9,Ideal,G,SI1,60.2,56.0,3894,6.24,6.29,3.77
52273,52274,0.72,Premium,F,SI1,61.7,59.0,2492,5.74,5.7,3.53
24806,24807,1.51,Premium,H,IF,60.2,60.0,13194,7.44,7.41,4.47
44769,44770,0.42,Ideal,D,VVS1,61.8,55.0,1621,4.85,4.83,2.99
43919,43920,0.23,Premium,E,VS2,62.4,60.0,513,3.92,3.9,2.44
50225,50226,0.7,Very Good,F,SI1,60.6,58.0,2231,5.73,5.78,3.49
6610,6611,0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
8574,8575,1.0,Fair,E,SI1,65.1,61.0,4435,6.15,6.08,3.98
38840,38841,0.73,Fair,I,I1,70.8,55.0,1049,5.51,5.34,3.84
4250,4251,0.78,Good,E,SI1,59.4,62.0,3578,6.02,6.07,3.59
43047,43048,0.41,Very Good,D,VVS1,61.9,60.0,1376,4.71,4.75,2.93
44754,44755,0.51,Ideal,F,VS2,61.0,57.0,1619,5.16,5.11,3.13
32080,32081,0.33,Very Good,D,VS2,62.8,54.0,781,4.43,4.46,2.79
45458,45459,0.5,Premium,E,VS1,62.2,58.0,1675,5.03,5.06,3.14
26464,26465,2.23,Premium,J,VS1,61.7,58.0,16025,8.41,8.34,5.17
15345,15346,1.01,Good,E,VS1,65.8,55.0,6159,6.2,6.23,4.09
15181,15182,1.21,Premium,I,SI1,61.7,56.0,6098,6.87,6.82,4.22
35610,35611,0.3,Ideal,H,VS2,60.7,57.0,473,4.33,4.37,2.64
29351,29352,0.31,Premium,G,VS2,62.4,59.0,698,4.38,4.34,2.72
22719,22720,1.67,Premium,I,VS2,61.9,56.0,10736,7.64,7.6,4.72
5862,5863,0.88,Premium,F,VS1,60.7,55.0,3921,6.28,6.22,3.79
7597,7598,1.04,Good,F,SI2,58.5,61.0,4257,6.63,6.68,3.89
23414,23415,1.52,Ideal,F,VS2,62.3,55.0,11405,7.37,7.33,4.58
15650,15651,1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2
10273,10274,1.03,Ideal,D,SI2,60.7,55.0,4752,6.53,6.61,3.99
11442,11443,0.72,Ideal,F,VVS1,60.8,56.0,5006,5.81,5.83,3.54
7241,7242,0.73,Ideal,D,VS1,61.5,58.0,4196,5.76,5.79,3.55
53161,53162,0.81,Ideal,J,VS1,62.3,57.0,2626,5.93,5.98,3.71
31961,31962,0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
17136,17137,1.06,Premium,E,VS2,62.3,58.0,6838,6.52,6.49,4.05
17092,17093,1.04,Ideal,F,VS2,62.1,57.0,6814,6.53,6.48,4.04
34391,34392,0.41,Very Good,F,VS2,62.8,58.0,863,4.69,4.73,2.96
36024,36025,0.35,Ideal,F,VS1,61.4,55.0,923,4.54,4.58,2.8
24568,24569,1.56,Ideal,H,VS2,62.2,56.0,12864,7.45,7.47,4.64
43245,43246,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.81,4.84,2.97
10542,10543,1.01,Ideal,I,VS1,62.6,56.0,4808,6.42,6.36,4.0
13363,13364,0.24,Very Good,F,VS2,61.9,59.0,419,3.98,4.0,2.47
52534,52535,0.72,Premium,F,VS2,60.8,58.0,2530,5.78,5.74,3.5
17978,17979,1.2,Very Good,G,VS2,62.4,59.0,7273,6.68,6.74,4.19
51271,51272,0.73,Very Good,H,SI1,62.7,59.0,2359,5.74,5.77,3.61
45567,45568,0.52,Premium,G,VS1,61.2,60.0,1689,5.13,5.19,3.16
40378,40379,0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
21473,21474,1.53,Premium,G,SI1,61.7,59.0,9572,7.31,7.4,4.54
37443,37444,0.51,Premium,I,SI1,62.7,59.0,984,5.06,5.09,3.18
40213,40214,0.31,Ideal,F,IF,62.2,56.0,1122,4.34,4.31,2.69
17937,17938,1.61,Premium,J,SI2,62.2,59.0,7245,7.52,7.47,4.66
29254,29255,0.33,Ideal,H,VVS1,60.2,60.0,698,4.49,4.52,2.71
48526,48527,0.51,Ideal,E,VS2,61.6,55.0,1985,5.15,5.2,3.19
21032,21033,0.31,Ideal,F,VS2,62.3,55.0,625,4.33,4.37,2.71
23375,23376,0.33,Very Good,D,SI2,63.3,53.0,631,4.42,4.39,2.79
27256,27257,2.28,Premium,I,SI1,61.6,58.0,17673,8.43,8.46,5.2
29609,29610,0.35,Premium,G,VS1,61.2,58.0,706,4.51,4.54,2.77
45484,45485,0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22
34036,34037,0.43,Ideal,H,VS1,61.2,56.0,850,4.87,4.9,2.99
39764,39765,0.36,Premium,E,VS1,61.3,58.0,1094,4.58,4.56,2.8
33337,33338,0.41,Ideal,G,VS2,61.4,54.0,827,4.77,4.84,2.95
7544,7545,0.7,Ideal,F,VVS1,61.6,56.0,4246,5.86,5.71,3.51
13909,13910,1.01,Ideal,F,VS2,61.0,56.0,5662,6.44,6.4,3.94
5164,5165,0.9,Very Good,H,SI1,60.8,57.0,3770,6.22,6.25,3.79
1061,1062,0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61
17942,17943,1.21,Ideal,H,VS2,61.9,55.0,7250,6.86,6.8,4.23
17592,17593,1.09,Ideal,G,VS2,62.4,55.0,7081,6.61,6.56,4.11
40189,40190,0.38,Ideal,F,VVS1,61.5,56.0,1120,4.68,4.71,2.88
909,910,0.79,Very Good,D,SI2,59.7,58.0,2878,6.0,6.07,3.6
50382,50383,0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19
15985,15986,1.22,Ideal,H,SI2,62.3,57.0,6398,6.84,6.89,4.28
565,566,0.82,Ideal,H,SI1,62.5,57.0,2832,5.91,5.97,3.71
19871,19872,1.44,Premium,I,VS1,62.6,59.0,8426,7.08,7.14,4.45
36954,36955,0.33,Ideal,I,VS2,62.3,54.0,480,4.45,4.48,2.78
32614,32615,0.25,Very Good,G,VVS1,59.4,63.0,457,4.07,4.11,2.43
43001,43002,0.58,Ideal,I,VVS2,62.0,56.0,1369,5.34,5.38,3.32
44731,44732,0.56,Ideal,H,VS1,61.8,55.0,1616,5.3,5.34,3.29
1165,1166,0.81,Premium,F,SI1,61.2,56.0,2926,6.03,6.0,3.68
4407,4408,0.31,Ideal,D,SI1,62.6,57.0,571,4.3,4.32,2.7
31609,31610,0.23,Very Good,G,VS2,62.8,53.0,369,3.91,3.93,2.46
25668,25669,1.5,Premium,F,VS2,61.5,58.0,14586,7.32,7.34,4.51
44965,44966,0.69,Premium,I,SI1,62.0,59.0,1636,5.66,5.63,3.5
20353,20354,1.5,Good,H,VS1,64.2,56.0,8749,7.3,7.09,4.62
16382,16383,1.04,Very Good,G,VS1,63.2,56.0,6541,6.39,6.46,4.06
22808,22809,2.0,Premium,G,SI2,60.7,60.0,10833,8.13,8.07,4.92
45774,45775,0.54,Very Good,I,IF,58.8,61.0,1708,5.29,5.35,3.13
19825,19826,1.07,Ideal,G,VVS2,62.4,54.0,8393,6.51,6.56,4.08
14505,14506,1.0,Very Good,G,VS2,61.5,58.0,5860,6.36,6.39,3.92
24767,24768,1.7,Premium,I,VVS2,61.7,57.4,13127,7.62,7.67,4.71
1911,1912,0.71,Ideal,H,VS2,61.8,55.0,3080,5.73,5.75,3.55
13550,13551,1.01,Ideal,H,VS1,59.8,59.0,5550,6.52,6.56,3.91
40941,40942,0.27,Ideal,H,VS1,62.3,54.0,500,4.16,4.19,2.6
38340,38341,0.32,Premium,G,IF,59.9,58.0,1020,4.43,4.42,2.65
51291,51292,0.75,Premium,E,SI1,59.8,60.0,2360,5.9,5.84,3.51
10272,10273,1.2,Very Good,J,SI1,61.4,59.0,4752,6.82,6.87,4.2
4169,4170,1.03,Premium,I,VS1,61.6,58.0,3553,6.5,6.42,3.98
17460,17461,1.3,Premium,D,SI2,60.2,59.0,7002,7.0,7.05,4.23
6465,6466,0.94,Fair,F,SI1,56.8,67.0,4053,6.56,6.44,3.69
36474,36475,0.43,Very Good,G,VS1,61.0,58.0,943,4.89,4.92,2.99
28724,28725,0.31,Ideal,E,VS2,61.8,54.0,680,4.36,4.41,2.71
39557,39558,0.32,Ideal,G,VVS1,61.9,56.0,1080,4.4,4.39,2.72
23508,23509,1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
51868,51869,0.56,Fair,E,VVS2,57.3,60.0,2426,5.5,5.57,3.17
16814,16815,1.21,Very Good,F,SI1,59.4,56.0,6708,6.95,7.0,4.14
9535,9536,1.01,Good,F,SI1,62.4,59.0,4619,6.3,6.42,3.97
37807,37808,0.35,Ideal,G,IF,62.0,54.0,1001,4.54,4.56,2.82
8665,8666,1.3,Premium,G,SI2,63.0,59.0,4455,6.97,6.9,4.37
47561,47562,0.51,Ideal,G,VVS2,61.3,57.0,1875,5.12,5.15,3.15
8446,8447,0.81,Ideal,F,VS1,62.3,55.0,4412,5.97,6.0,3.73
44829,44830,0.51,Good,E,SI1,64.3,54.0,1624,5.1,5.07,3.27
52454,52455,0.7,Ideal,F,SI1,62.7,57.0,2515,5.66,5.7,3.56
31676,31677,0.26,Ideal,E,VVS1,62.0,56.0,769,4.13,4.09,2.55
20373,20374,0.31,Premium,G,VS1,62.1,58.0,625,4.31,4.36,2.69
223,224,0.75,Very Good,D,SI2,63.1,58.0,2782,5.78,5.73,3.63
3950,3951,0.7,Premium,F,VVS1,61.6,59.0,3504,5.71,5.76,3.53
23465,23466,1.51,Very Good,E,SI1,62.8,59.0,11460,7.26,7.3,4.57
24175,24176,2.13,Ideal,I,SI2,62.6,56.0,12356,8.21,8.14,5.12
44657,44658,0.35,Ideal,D,SI2,62.2,56.0,522,4.52,4.55,2.82
